type age height falls density
Elm 55 34.13 1 16.3
Elm 35 54.62 0 16.4
Oak 8 54.11 1 26.3
Oak 84 69.07 1 24.4
Elm 138 107.96 1 19.3
Sycamore 27 36.75 0 11.4
Elm 104 89.46 1 24.3
Sugarberry 32 52.6 0 29.4
Oak 7 49.86 0 16.2
Sugarberry 113 24.51 1 16.9
Elm 16 74.56 0 10.9
Sugarberry 14 48.58 0 12.4
Elm 53 87.45 0 18.4
Dogwood 22 82.27 1 28.1
Oak 3 37.64 1 20
Sugarberry 10 66.93 1 18.6
Elm 1 107.15 0 28.8
Sycamore 47 60.28 0 28.3
Sugarberry 5 113.89 1 15.4
Oak 11 40.02 0 14.3
Sycamore 23 104.96 0 12.1
Sycamore 83 81.75 1 21.2
Elm 96 97.58 1 13.7
Dogwood 13 50.43 1 26.6
Elm 25 107.18 0 22.9
Dogwood 76 71.25 0 24.4
Oak 41 53.85 0 19.7
Sugarberry 23 39.37 0 28.6
Sugarberry 21 57.94 0 22.3
Oak 35 117.43 0 19.1
Dogwood 5 52.64 0 15.1
Sycamore 1 114.21 0 21.6
Oak 10 85.12 0 12.9
Elm 23 40.44 1 12.5
Sugarberry 15 60.57 1 23.4
Sycamore 27 104.54 1 24.3
Sycamore 28 105.23 0 16.8
Sugarberry 24 115.63 0 22.9
Elm 7 97.3 0 25.8
Sycamore 12 39.32 0 28
Sugarberry 40 30.98 0 20.9
Sycamore 30 61.65 0 21.2
Elm 17 39.86 0 21.3
Dogwood 15 103.72 0 21.1
Oak 4 30.29 0 20.6
Elm 35 98.4 0 11.5
Dogwood 14 113.09 0 16.2
Sycamore 26 55.16 1 22.4
Elm 11 87.89 0 29.8
Dogwood 21 34.15 1 12.9
Elm 10 114.75 1 27.1
Sugarberry 30 27.28 0 28.3
Oak 36 82.31 1 17.2
Sugarberry 30 114.71 0 23.4
Sycamore 25 59.28 0 25.3
Sugarberry 16 114.68 0 18.1
Oak 24 77.28 1 20.2
Dogwood 8 35.9 0 28.2
Dogwood 70 81.03 1 13.9
Oak 26 100.81 0 14.5
Elm 17 114.56 1 16
Sugarberry 18 23.79 1 10.8
Sugarberry 16 113.29 0 18.4
Sugarberry 17 56.78 0 16.8
Sugarberry 4 87.43 0 16.3
Sycamore 24 29.57 1 28.9
Oak 19 37.04 0 13.7
Sugarberry 30 102.59 1 23.2
Elm 4 68.14 0 15.7
Dogwood 66 119.84 1 15.7
Oak 42 47.25 1 15.2
Dogwood 1 47.78 0 22.9
Sycamore 40 29.88 1 13.5
Dogwood 18 100.15 0 20.8
Sugarberry 14 84.88 0 25.9
Sugarberry 8 53.71 0 17.7
Sugarberry 4 72.57 0 17.4
Elm 5 66.03 0 13.7
Elm 18 102.77 0 13.3
Elm 55 84.56 0 19.1
Sycamore 30 29.45 0 16.6
Sycamore 38 97.09 0 18.9
Elm 1 26 0 28.8
Sycamore 28 37.43 0 18.6
Sugarberry 78 77.93 1 11.3
Sycamore 9 42.78 0 10.2
Sugarberry 38 115.24 0 14.8
Dogwood 25 108.24 1 12.3
Oak 26 79.62 0 22
Dogwood 17 60.13 0 24.6
Dogwood 27 34.9 0 25
Oak 39 81.01 0 26.5
Sugarberry 13 62.98 0 17.2
Oak 16 106.97 0 17.8
Dogwood 12 80.59 1 27.8
Elm 59 75.12 1 27.7
Sycamore 13 29.99 0 19
Elm 23 43.89 0 15.4
Sugarberry 3 73.46 0 11.4
Dogwood 42 110.7 0 12.2
Dogwood 67 111.71 0 24.5
Dogwood 76 42.5 1 25.2
Elm 13 61.49 0 15
Elm 56 44.08 0 24
Sycamore 8 100.37 0 16.5
Elm 47 68.97 1 14.4
Elm 4 90.17 1 12.4
Elm 82 116.22 0 24.8
Dogwood 49 73.43 0 26.1
Sugarberry 21 70.04 1 21.5
Sugarberry 64 109.03 1 13.3
Sugarberry 41 62.52 0 29.7
Sugarberry 40 89.62 0 26
Sugarberry 39 45.94 0 25.9
Sycamore 15 110.87 1 23.8
Elm 34 60.6 0 17.8
Dogwood 27 32.62 0 10.4
Dogwood 28 58.6 0 16
Dogwood 94 25.57 1 21.3
Oak 10 90.29 1 22.8
Elm 46 56.81 0 22.3
Elm 20 113.26 0 21.6
Sugarberry 41 85.95 1 13.5
Sycamore 66 21.85 1 19.3
Sycamore 28 118.24 1 12.9
Dogwood 35 89.57 0 13.7
Sycamore 53 54.52 1 16.3
Oak 36 47.4 1 29.4
Elm 44 82.44 1 28.3
Elm 51 94.11 1 28.7
Sycamore 43 71.59 1 28.6
Dogwood 13 116.39 0 25.1
Sycamore 38 101.15 1 23.5
Sycamore 15 38.33 0 29.2
Dogwood 23 40.41 1 25
Elm 32 61.15 0 20.1
Sugarberry 45 30.5 1 12.3
Dogwood 14 89.57 0 29.2
Dogwood 15 106.47 1 23.6
Dogwood 19 112.14 1 23.3
Oak 12 49.92 0 23.8
Sugarberry 24 118.22 0 24.9
Oak 17 114.72 0 16.1
Dogwood 5 54.6 0 23
Elm 15 64.4 0 16.4
Sycamore 6 80.06 0 13.6
Oak 9 111.77 1 27
Oak 21 116.64 0 27.1
Elm 74 47.87 0 14
Dogwood 16 33.21 0 21.7
Oak 1 51.43 0 24.8
Oak 29 21.23 1 21.7
Elm 52 102.89 0 19.9
Elm 28 85.88 0 11.9
Elm 27 51.42 0 22.1
Sycamore 43 116.26 1 23.3
Oak 15 25.41 0 17.7
Elm 50 110.09 1 14.2
Elm 4 82.65 0 10.9
Elm 17 99.73 0 24.5
Oak 64 110.53 1 15.8
Dogwood 2 87.16 1 20.3
Sycamore 124 60.47 1 28.3
Elm 42 46.74 0 26.9
Sycamore 26 84.68 1 28.6
Elm 64 76.82 0 19.7
Dogwood 12 67.43 0 24.2
Sugarberry 15 91.89 0 18.8
Elm 26 23.38 0 13.3
Sugarberry 8 52.46 0 13.3
Dogwood 7 112.57 0 13.4
Sugarberry 6 82.54 0 11.7
Sugarberry 41 23.44 0 18
Oak 37 64.67 1 15.3
Dogwood 51 75.3 0 25.4
Dogwood 30 56.8 1 27.5
Oak 19 31.62 0 12.4
Elm 9 108.94 1 28.7
Sugarberry 28 24.6 1 15.1
Oak 4 101.36 0 18.4
Dogwood 24 63.21 1 21.6
Sugarberry 59 108.46 0 25.6
Dogwood 23 100.64 0 11.3
Dogwood 6 42.71 0 13.5
Sugarberry 5 49.9 0 21.6
Sugarberry 44 76.99 1 16.8
Sugarberry 20 105.15 0 14.1
Sugarberry 85 33.58 1 19.1
Sycamore 19 51.85 0 11.5
Oak 18 43.82 1 15
Sycamore 75 24.24 1 27.8
Elm 36 91.56 0 29.3
Sycamore 13 59 0 15.3
Dogwood 145 28.05 1 26.8
Dogwood 28 74.77 1 29.3
Sycamore 18 63.25 0 24.1
Sycamore 10 95.76 0 18.5
Elm 17 117.06 0 10.3
Elm 34 44.79 0 16.6
Dogwood 49 102.78 1 11.8
Oak 8 107.98 0 22.2
Elm 34 92.64 0 15.2
Dogwood 26 30.14 1 15.8
Sycamore 65 20.01 1 24.1
Oak 68 41.43 1 24.4
Sugarberry 5 42.69 0 18.9
Dogwood 31 66.56 1 28.1
Dogwood 15 77.97 0 15.8
Sycamore 6 68.25 0 16.6
Oak 15 81.87 0 17.2
Elm 31 110.69 1 16
Dogwood 26 56.92 1 13.1
Oak 4 70.39 1 19.5
Oak 3 118.91 1 12.5
Oak 31 102.5 1 16
Sycamore 19 65.8 0 25.7
Elm 37 116.61 0 20.9
Sycamore 75 38.29 0 27.4
Sycamore 17 40.03 0 25.5
Dogwood 72 51.24 0 18.7
Sycamore 20 88.75 0 13.2
Sycamore 23 45.07 0 14.1
Sugarberry 60 104.08 0 23.5
Oak 25 39.24 0 15.2
Sugarberry 32 39.79 0 12.5
Elm 90 89.21 1 26.8
Sycamore 24 21.93 1 10.8
Sycamore 85 116 1 17.1
Sycamore 111 23.56 1 19.2
Elm 22 20.37 1 20.8
Oak 11 49.59 1 22.4
Sugarberry 16 102.13 0 14.2
Sugarberry 14 109.3 0 19.2
Oak 21 65.16 0 21.6
Sugarberry 35 28.65 0 22.5
Dogwood 9 118.11 0 20.5
Elm 13 49.28 0 28.7
Sugarberry 64 31.88 1 17.3
Sugarberry 36 101.53 1 26.9
Sugarberry 30 99.87 0 27.9
Dogwood 4 72.11 1 11
Oak 6 22.24 0 15.7
Sugarberry 55 34.56 0 29.6
Sugarberry 9 116.11 0 18.2
Oak 27 28.19 1 21.5
Oak 76 41.2 1 24.7
Elm 58 58.27 0 25.4
Elm 2 23.45 0 28.2
Elm 66 87.17 1 14.2
Dogwood 23 43.09 0 26.1
Oak 20 37.27 1 28
Dogwood 10 85.52 1 18
Oak 13 74.68 1 22.9
Sycamore 37 78.05 0 26.4
Elm 43 92.47 0 28.9
Elm 34 41.06 0 25.8
Sycamore 25 118.76 0 24.5
Elm 22 66.38 0 21
Sycamore 53 39.74 0 29.9
Dogwood 10 70.95 0 13
Sycamore 38 64.19 1 17.2
Oak 80 68.88 1 20.9
Oak 24 107.04 0 11
Sugarberry 27 89.9 0 12.4
Elm 10 91.08 0 28.3
Sugarberry 20 22.66 0 20
Sugarberry 50 78.49 1 13.7
Elm 8 84.28 1 15.4
Oak 37 93.7 1 17
Dogwood 31 68.79 0 23.2
Sugarberry 22 66.43 0 13.6
Sycamore 18 51.87 0 26.1
Dogwood 27 28.88 0 19.3
Sugarberry 8 53.77 0 23.8
Sugarberry 19 41.53 0 24.8
Elm 13 46.39 0 20.1
Sugarberry 7 43.82 0 29.7
Elm 22 54.93 1 26.1
Oak 74 71.5 1 23.5
Dogwood 16 108.16 0 14.4
Oak 27 100.43 0 24.2
Oak 36 83.88 0 29.4
Sugarberry 43 98.99 0 18.3
Elm 90 105.95 1 28.8
Oak 1 22.69 1 25.3
Oak 5 67.16 1 11.8
Elm 36 35.07 0 26.8
Dogwood 6 32.46 0 29.3
Dogwood 10 25.19 0 18.8
Elm 44 30.13 1 23.8
Sycamore 103 117.64 1 21.9
Dogwood 68 92.59 0 19.6
Sugarberry 30 115.68 0 27.8
Sugarberry 30 27.84 0 29.8
Dogwood 9 84.86 0 13.5
Sycamore 48 119 0 22.9
Sycamore 49 60.47 0 12
Sycamore 30 98.7 1 20.2
Elm 18 26.56 0 29.6
Dogwood 12 80.78 0 28.4
Dogwood 14 84.91 0 28.8
Oak 27 57.93 1 24.5
Dogwood 38 86.27 1 13.7
Oak 42 80.75 0 10.6
Oak 12 41.9 1 15
Sugarberry 59 36.26 1 25.5
Elm 44 80.7 0 29.3
Elm 52 76.39 0 11
Dogwood 41 78.46 0 29.9
Oak 28 29.93 1 29
Sugarberry 6 77.56 0 20
Oak 44 109.21 0 29
Dogwood 69 85.58 1 26.3
Elm 36 101.94 0 13
Oak 46 91.78 0 13.6
Sugarberry 5 50.94 0 28.9
Elm 66 76.58 1 29.2
Oak 40 56.92 1 13
Elm 3 49.25 0 28.2
Elm 28 53.37 0 14.5
Sugarberry 65 25.79 1 26
Sugarberry 64 33.59 1 17.1
Elm 53 28.23 0 15.8
Oak 52 93.77 1 24.4
Oak 47 71.69 1 24.4
Dogwood 16 100.41 1 14.3
Dogwood 28 48.55 1 12.8
Sycamore 68 47.86 1 10
Oak 29 114.56 1 22.9
Oak 29 116.68 0 22.6
Dogwood 41 108.34 0 19.5
Sycamore 10 64.47 1 27.7
Elm 17 28.16 0 11.1
Elm 33 74.67 0 16.1
Dogwood 38 54.49 1 25.4
Sycamore 37 113.82 0 15.9
Dogwood 7 108.04 0 21.1
Dogwood 5 85.42 0 16.6
Sycamore 42 105.7 0 21.3
Dogwood 32 64.09 1 23.5
Sycamore 25 70.93 1 11.6
Oak 37 82.07 0 27.5
Sugarberry 9 70.32 0 11.3
Sugarberry 17 116.76 0 25.2
Sycamore 13 101.45 0 14
Dogwood 2 107.83 1 15.2
Sycamore 11 29.91 0 24.4
Sycamore 34 94.44 1 24.8
Dogwood 85 82.44 1 16.9
Dogwood 28 83.46 1 23.2
Sycamore 32 25.83 1 12.8
Oak 6 78.78 0 19.4
Dogwood 9 63.5 1 29.3
Sugarberry 10 44.19 0 16.6
Elm 114 52.12 1 25.5
Sycamore 25 111.19 1 27.8
Oak 12 49.2 1 10.5
Sycamore 19 97.59 0 26.3
Oak 35 30.66 0 19
Dogwood 17 62.46 0 27.9
Dogwood 2 40.24 0 10.3
Dogwood 22 52.4 0 21.8
Oak 39 100.6 1 15.3
Dogwood 4 100.64 0 21.5
Dogwood 25 43.17 0 18.8
Sugarberry 54 94.68 0 11.6
Sycamore 18 83.06 1 20.3
Oak 4 113.42 1 29.7
Sugarberry 39 28.21 0 24.9
Oak 174 44.27 1 21.1
Elm 40 117.96 0 10.2
Dogwood 48 97.43 1 21.2
Dogwood 18 32.09 0 24
Dogwood 31 112.03 1 29.5
Sugarberry 33 62.94 0 29.8
Elm 63 63.13 1 19
Sycamore 23 89.93 0 16.1
Elm 16 83.39 0 18.9
Dogwood 39 91.39 1 29.6
Dogwood 33 92.23 0 19.9
Sycamore 16 63.03 0 24.6
Oak 8 45.01 0 21.4
Oak 19 94.03 1 27.6
Elm 36 49.53 0 23.5
Sugarberry 8 48.17 0 13.9
Oak 58 59.36 1 13.9
Elm 30 43.91 1 10.2
Dogwood 18 102.67 0 24.8
Sugarberry 32 50.92 0 26.6
Oak 44 60.23 0 11.2
Sugarberry 39 68.3 0 13.2
Elm 21 115.87 0 16.7
Dogwood 5 65.27 1 11.4
Sugarberry 43 37.23 0 26.7
Sycamore 46 88.26 0 18.5
Sugarberry 31 72.01 0 22.1
Dogwood 18 79.11 0 22.1
Sugarberry 39 109.02 1 19.8
Elm 34 49.94 1 21.9
Elm 21 23.7 0 14.2
Dogwood 8 93.6 0 14
Elm 14 89.54 1 23.7
Dogwood 58 24.48 1 24.1
Sugarberry 41 40.28 0 26.5
Elm 22 74.71 0 13.2
Oak 45 57.49 0 21.6
Sugarberry 32 30.31 1 10.2
Oak 40 64.85 1 10.1
Dogwood 77 57.4 1 18.9
Sycamore 15 105.99 0 10.6
Sugarberry 24 22.51 0 18.2
Sugarberry 53 73.34 1 23.3
Elm 49 37.56 1 25.6
Sycamore 77 28.76 0 19.7
Dogwood 23 66.71 0 11.3
Dogwood 14 27.69 0 22.5
Dogwood 15 21.7 1 20.9
Dogwood 20 70.51 0 26.1
Sycamore 56 85.14 0 13.7
Oak 8 26.49 1 19.7
Oak 10 105.69 0 12.2
Dogwood 61 77.45 1 16.2
Dogwood 54 88.27 1 25.7
Oak 56 105.19 1 16.7
Sugarberry 5 49.93 0 14.3
Oak 10 111.2 0 19.5
Sugarberry 8 21.44 1 15.6
Sugarberry 68 106.2 0 21.9
Sugarberry 84 118.29 1 19.1
Dogwood 69 54.85 1 12.9
Sycamore 10 40.46 0 19.9
Sycamore 43 43.46 1 25.9
Dogwood 34 89.69 1 23.2
Dogwood 25 101.99 0 25
Dogwood 72 47.99 1 27.6
Sycamore 64 52.29 1 19.3
Dogwood 56 72.79 0 26.2
Dogwood 35 30.59 0 28.7
Sycamore 37 102.17 0 27.4
Elm 25 104.7 0 29
Sycamore 10 50.75 0 21.8
Elm 60 69.72 1 25
Dogwood 44 107.96 0 24.8
Dogwood 52 91.29 1 19
Oak 35 31.71 1 14
Dogwood 34 70.17 0 19.5
Sycamore 10 32.99 0 25.9
Elm 28 96.28 0 24.7
Sugarberry 22 118.59 0 26
Dogwood 40 110.11 0 10.3
Dogwood 13 116.35 0 27.6
Sycamore 78 38.88 1 13.7
Elm 8 42.08 1 24.9
Elm 3 28.23 0 19
Sugarberry 11 105.41 0 20.9
Elm 25 52.79 0 16.2
Elm 26 23.53 0 15
Elm 18 65.71 0 12.6
Dogwood 17 42.59 0 10.4
Elm 87 114.22 1 26.4
Oak 13 61.61 1 21.5
Elm 4 24.12 0 24.7
Sugarberry 19 53.79 0 13.4
Elm 9 84.72 0 27.6
Dogwood 56 62.01 1 14.3
Elm 47 26.81 0 19.9
Sugarberry 17 56.67 0 13.9
Oak 37 86.06 0 29.2
Elm 28 44.39 0 10
Dogwood 43 64.54 1 29.1
Sugarberry 20 110.83 0 23.4
Sugarberry 14 57.29 0 23.2
Elm 57 60.79 0 29.3
Elm 47 58.72 0 29.9
Oak 4 93.52 0 11.2
Elm 44 69.24 1 12.9
Elm 42 50.61 0 14.8
Sugarberry 15 69.81 1 26.7
Elm 6 55.55 0 15.2
Elm 16 97.53 0 18.2
Oak 20 78.87 0 15.9
Oak 29 43.72 0 16.8
Dogwood 14 36.78 1 18.5
Sugarberry 0 111.27 0 16.6
Sugarberry 3 85.04 0 16.8
Oak 22 27.48 0 26.7
Oak 98 85.85 1 21.3
Dogwood 6 61.05 1 11.3
Sugarberry 19 32.45 1 14.8
Sycamore 17 47.26 1 19.5
Elm 4 86.09 1 19.3
Oak 10 73.81 0 14.3
Elm 31 104.9 0 27.6
Sugarberry 113 57.9 1 14.4
Sycamore 16 72.53 0 29.9
Sugarberry 42 60.02 0 20.3
Oak 5 39.43 0 29.8
Elm 109 66.98 1 14.1
Oak 31 49.96 1 21.9
Sycamore 43 111.31 0 13.9
Sugarberry 10 90.85 0 20.1
Oak 6 71.41 1 10.1
Oak 9 72.35 0 28.3
Dogwood 30 97.15 1 27.8
Sugarberry 4 37.62 0 13.5
Sycamore 35 78.29 0 17.7
Oak 7 119.59 0 18.7
Sycamore 123 76.46 1 15.5
Oak 21 117.37 1 16.7
Dogwood 9 42.19 1 21.8
Sugarberry 6 77.25 0 21.9
Sugarberry 63 78.55 0 13.4
Dogwood 57 114.21 0 12.2
Sycamore 27 52.97 0 13.3
Sugarberry 24 104.63 1 13.1
Oak 45 84.77 1 16.5
Dogwood 13 58.72 1 23.1
Elm 22 87.14 0 29.1
Oak 8 74.03 0 16.3
Sugarberry 3 61.86 0 15.2
Sycamore 12 41.65 1 18.2
Oak 1 53.19 0 12.5
Elm 4 60.43 1 23.1
Sycamore 37 111.16 1 28.7
Dogwood 80 22.29 1 29.1
Sycamore 15 31 0 18.8
Sycamore 54 61.23 1 17.5
Sugarberry 18 98.94 0 27.3
Sycamore 50 52.3 0 22.2
Dogwood 10 73.08 0 28.7
Sycamore 31 86.09 1 16.1
Dogwood 6 28.26 0 13
Oak 3 114.64 0 10.8
Sugarberry 70 74.73 1 29.7
Sycamore 16 86.06 1 11.2
Dogwood 18 81.86 0 23.6
Oak 13 99.96 0 12.1
Oak 22 58.3 0 25
Oak 5 89.69 0 19.3
Sugarberry 5 47.64 1 16.3
Dogwood 18 86.51 0 18.7
Sycamore 60 103.3 0 15.3
Dogwood 99 92.76 1 25.4
Elm 20 25.55 0 23.8
Elm 18 58.53 0 21.5
Oak 11 73.55 0 20.5
Sugarberry 6 30.07 0 23
Sycamore 22 109.98 0 28.2
Elm 27 60.87 0 29.3
Oak 21 79.78 1 12
Dogwood 2 33.07 0 21.1
Dogwood 3 110.06 0 19.5
Oak 73 36.45 0 18.6
Oak 5 21.26 1 17.3
Elm 14 84.58 0 15.6
Sugarberry 6 66.06 0 13.7
Elm 83 91.6 1 14.3
Dogwood 15 85.82 0 21
Sugarberry 73 43.09 1 28.2
Oak 47 119.22 1 27.3
Oak 39 117.22 0 13.8
Sugarberry 76 55.97 1 19.6
Sycamore 5 95.73 0 19.1
Oak 51 84.06 0 18.1
Sycamore 42 91.45 1 25.4
Dogwood 31 66.65 0 24.3
Elm 190 52.76 1 23.6
Dogwood 48 30.58 1 18.2
Oak 30 28.07 1 29.5
Dogwood 66 58.48 1 29.3
Elm 11 115.96 0 25.8
Sugarberry 17 69.73 0 19
Sycamore 27 70.79 0 13.7
Oak 3 35 1 16.2
Oak 1 54.46 0 12.3
Sycamore 42 107.19 0 26.1
Oak 21 68.57 1 18
Dogwood 6 63.09 0 25.2
Sycamore 35 73.28 0 29.3
Sugarberry 8 56.09 0 26.5
Elm 3 63.79 0 14.4
Elm 14 118.87 0 20
Sycamore 22 48.6 1 18.2
Dogwood 7 71.98 1 24.8
Oak 39 57.65 0 24.7
Dogwood 78 108.76 1 20.7
Elm 14 99.85 0 25.5
Sugarberry 13 46.8 1 18.9
Oak 42 49.39 1 15
Elm 26 118.58 0 15.8
Dogwood 67 66.19 1 18.1
Dogwood 11 22.33 0 15.5
Oak 29 27.2 1 23.8
Oak 16 69.07 0 22.4
Sycamore 8 61.36 0 11.6
Sugarberry 12 95.49 0 10.4
Oak 32 73.93 1 16.9
Oak 7 93.27 0 18.3
Oak 46 45.22 0 21.5
Oak 35 90.4 1 22
Sugarberry 55 37.58 0 20.6
Oak 46 63.57 0 29.2
Sugarberry 18 51.08 0 26.9
Sugarberry 103 29.43 1 10.3
Sugarberry 3 51.1 0 23.1
Sugarberry 21 33.11 1 23
Sugarberry 60 54.76 1 17.5
Sugarberry 7 73.88 0 13.7
Dogwood 16 71.56 1 12.5
Dogwood 31 97.87 0 12
Dogwood 2 40.04 0 26.9
Dogwood 12 66.47 0 15.6
Dogwood 36 28.99 0 28.9
Elm 31 103.62 1 13.7
Sugarberry 4 47.68 1 21.1
Sycamore 22 40.28 0 19
Elm 34 88.48 0 29.6
Dogwood 24 30.91 0 22.5
Dogwood 36 117.74 0 20
Oak 22 73.54 0 10.2
Sugarberry 27 59.93 0 14.3
Sycamore 92 109.43 1 22.8
Dogwood 11 93.33 1 24.9
Oak 91 44.17 1 13.2
Oak 26 58.98 0 28.1
Sugarberry 24 23.38 0 18.4
Oak 1 47.08 0 22.8
Dogwood 26 44.15 1 21
Sugarberry 21 66.28 0 13.6
Elm 47 54.93 0 28.3
Dogwood 8 87.48 1 28.9
Elm 54 44.76 1 25.8
Sugarberry 12 73.22 0 20.4
Elm 133 65.91 0 24.3
Elm 2 78.8 0 20.9
Elm 1 60.63 0 20.4
Sugarberry 12 26.42 1 24.1
Oak 2 107.89 1 20.6
Sycamore 45 117.79 0 12.9
Sugarberry 116 26 1 28
Sycamore 1 107.66 0 22.5
Oak 26 45.33 0 13.1
Dogwood 20 26.07 1 11.2
Sycamore 17 101.34 0 13.1
Sugarberry 16 42.05 1 25.9
Oak 19 88.29 0 21.2
Sycamore 20 51.53 1 16
Elm 57 56.49 0 16.4
Oak 15 85.76 0 19.2
Elm 42 41.53 0 22.3
Elm 50 112.17 1 27.2
Sugarberry 18 36.59 0 21
Elm 49 98.21 0 21.9
Sugarberry 2 53.54 0 21.8
Sycamore 19 24.81 0 11.1
Elm 28 98.7 0 15.8
Sugarberry 12 24.14 0 11.5
Sycamore 22 114.57 0 11.3
Dogwood 8 56.77 0 14.5
Dogwood 16 104.63 1 23.5
Oak 18 20.61 1 22.4
Elm 15 36.54 1 14.9
Sycamore 44 96.02 0 26.5
Dogwood 17 41.17 0 11.7
Dogwood 94 90.18 1 14.3
Elm 2 36.98 1 29.2
Elm 4 117.57 0 18.8
Oak 48 44.05 0 12.2
Sycamore 41 29.04 0 22.4
Sycamore 11 28.93 0 16.9
Elm 30 104.35 0 10.2
Oak 14 35.61 0 15.1
Sugarberry 19 36.52 0 11.5
Oak 45 28.93 0 20.9
Dogwood 66 64.72 0 19.1
Sycamore 5 24.03 0 22.7
Oak 24 52.72 0 13.2
Elm 16 38.77 0 25.3
Sycamore 13 66.8 1 29.3
Oak 40 68.49 1 19.6
Elm 139 44.43 1 18.8
Sugarberry 1 82.31 0 27.9
Elm 16 106.02 0 11.8
Sugarberry 14 83.73 0 29
Sycamore 49 27.66 0 12.2
Sycamore 50 30.57 0 13.9
Sycamore 60 72.09 0 25.8
Sycamore 11 105.91 1 27.1
Elm 49 34.46 1 22.3
Sycamore 22 22.22 0 28.5
Sugarberry 39 85.71 0 23.1
Sugarberry 43 40.61 0 20.2
Dogwood 18 65.39 0 24.5
Elm 24 28.77 0 20.6
Dogwood 41 74.77 0 12.3
Dogwood 51 87.1 0 12.6
Sugarberry 24 108.3 0 10.2
Elm 15 108.43 1 19.3
Sycamore 9 85.83 0 16.3
Elm 52 73.72 0 23.9
Oak 9 60.66 0 17.5
Dogwood 29 95.36 1 17.8
Elm 16 55.33 1 16
Oak 17 63.28 1 27.3
Elm 9 87.93 1 11.5
Elm 13 42.1 0 28.1
Oak 32 50.13 1 15
Sugarberry 26 47.27 0 22.9
Sycamore 14 84.06 0 23.9
Sycamore 18 79.39 1 27.6
Dogwood 9 83.75 0 14.3
Sugarberry 11 96.24 0 24.5
Elm 43 39.82 0 22.4
Sugarberry 10 67.08 0 14.1
Oak 25 30.95 1 21.6
Sugarberry 27 30.37 0 27.6
Elm 49 81.45 0 13.6
Elm 10 90.22 0 27.6
Elm 146 90.9 1 20
Sycamore 36 57.93 0 21
Sycamore 51 97.06 1 10.3
Elm 17 75.92 1 21.6
Dogwood 12 69.55 0 22.5
Sugarberry 20 110.18 0 27.2
Sycamore 7 87.56 0 24.5
Sugarberry 16 80.07 0 20
Sugarberry 29 57.81 1 24.1
Oak 10 37.45 1 23.4
Sugarberry 36 115.92 1 29.9
Sycamore 17 55.1 0 13.7
Sycamore 33 110.34 0 12.6
Oak 17 60.66 0 10.2
Sugarberry 22 73.11 0 26
Sycamore 6 82.1 1 27
Sugarberry 19 114.02 0 20.8
Sugarberry 39 23.47 0 28.3
Dogwood 2 81.72 1 12
Sycamore 10 23.73 0 16
Sycamore 2 64.92 0 24.1
Sycamore 2 78.82 1 16.5
Oak 73 54.32 0 19.1
Sugarberry 49 55.87 1 13.2
Sugarberry 4 44.83 0 19.7
Sugarberry 46 105.22 1 13.9
Sycamore 4 99.03 0 17.3
Sycamore 3 89.2 0 18
Sugarberry 28 57.9 1 15.1
Sugarberry 80 49.83 1 18.4
Sycamore 53 34.98 0 19.5
Dogwood 6 90.44 0 17
Elm 75 92.17 1 26
Dogwood 64 41.09 0 12
Dogwood 28 112.3 1 22.4
Oak 16 60.61 0 16.2
Elm 18 42.29 0 17.9
Elm 4 63.1 0 18.4
Sycamore 25 67.63 1 22.6
Sugarberry 16 33.2 0 15
Elm 42 61.06 0 12.1
Sugarberry 71 32.29 0 25.4
Sycamore 23 89.79 0 21.8
Dogwood 27 21.19 0 23.8
Oak 22 111.31 0 11.4
Elm 89 92.04 1 19.2
Dogwood 44 34.99 1 25.3
Oak 79 111.24 0 15.2
Oak 32 112.64 1 14.6
Elm 3 86.78 0 24.5
Elm 23 81.53 0 20.2
Oak 28 28.62 1 24.8
Sycamore 14 106.73 0 27
Sugarberry 11 63.32 0 12
Sugarberry 13 116.89 0 29.5
Sycamore 19 52.58 0 26.7
Oak 34 57.61 1 10.2
Oak 33 110.51 0 25.8
Sugarberry 30 79.51 1 10.9
Sugarberry 31 111.39 0 17.8
Oak 3 65.27 0 25
Sycamore 20 65.32 0 28.1
Elm 15 29.81 0 10.2
Sugarberry 13 93.13 1 14.7
Sugarberry 50 40.25 0 21.9
Sugarberry 26 80.64 0 19.3
Dogwood 20 94.04 0 29.9
Elm 32 87.26 1 12.5
Sycamore 19 117.18 1 28.4
Sycamore 4 38.44 0 19.8
Elm 27 90.93 0 11.1
Sycamore 26 88.61 0 11.1
Sugarberry 37 75.39 1 28.8
Dogwood 29 77.75 0 16
Sugarberry 38 94.34 0 17.3
Sycamore 15 99.8 1 24.1
Sugarberry 8 20.59 0 13.4
Sugarberry 7 56.85 0 26.2
Sycamore 14 77.01 0 24.5
Elm 22 75.54 0 20.9
Elm 39 111.63 0 24.5
Dogwood 4 48.67 0 16
Sugarberry 18 23.04 1 18.4
Dogwood 34 57 0 19.7
Dogwood 41 92.91 1 11.6
Elm 34 119.48 0 23.5
Oak 52 76.99 0 22.5
Dogwood 20 42.84 0 19.6
Dogwood 18 86.99 0 10.9
Sugarberry 20 44.68 0 14.7
Sycamore 17 109.49 0 26.8
Sugarberry 68 60.8 1 13.1
Sugarberry 19 35.95 1 19.4
Dogwood 84 94.85 1 27.6
Elm 13 76.62 0 12.1
Dogwood 31 62.55 1 18.3
