particle angle spin speed temp
gluon 18.6 strange 45.0984867042974 86.5975914689952
fermion 53.9 strange 42.572269410848 48.6852647160716
hadron -4.5 up 53.2938848349697 72.3498557317327
gluon -7.9 charm 54.0207518948154 30.1778057774083
hadron 63.8 charm 51.7010477411488 37.0952744609984
fermion 24.2 charm 47.8109576079768 21.974004406007
gluon -27.3 charm 39.0759448105215 72.8768481232074
hadron -68.7 charm 50.6886612582261 44.1243447961161
fermion -31.7 charm 43.0858151823464 38.5084092441612
boson 63 down 53.7669467098716 50.4444770215778
hadron 18.3 up 54.1376372661241 47.0675814797786
fermion -1.3 down 41.9136384698193 50.5248527548965
gluon -45.9 up 52.2136734899585 56.0133965407842
boson 8.3 charm 59.2329440215454 77.2645579942878
boson 35.5 up 65.7841638973776 60.9815391897039
hadron 43.8 strange 34.1024328491886 62.0526515913744
boson 65.8 down 47.3924971541898 76.3464142376384
boson -11.7 up 50.8774443858482 66.9123462442704
boson 12.6 down 50.0179012714115 47.0982426265799
hadron 37.9 charm 51.4086590046829 74.5677501893658
fermion 10.6 strange 47.6753024491537 26.3581971938909
fermion -68.6 down 52.932512459064 27.0506041600648
boson 15.5 up 60.4380867989318 16.6442491813383
hadron -10.3 down 46.8361089218205 67.9773520233564
fermion 54.5 charm 47.2993363544283 40.0120297408003
gluon -12.1 strange 47.1115746847459 78.317303350182
fermion -6.2 down 56.1727668203032 68.4826659097306
fermion 20.7 strange 54.0610449383349 33.1835410389665
gluon -51.5 strange 54.3957288448773 44.5549797699745
boson 69.8 charm 50.407452157164 83.2757849743819
gluon -16.8 strange 51.8981534576149 60.3911854549893
boson -2.5 up 47.5395841545146 56.6655250768006
boson 44.4 charm 55.5759717026738 41.5307891139897
fermion 66.1 up 52.5976440828378 41.5845339790062
boson 69.7 down 51.4367448241252 24.5327113829265
hadron -20.9 down 49.7337120161841 61.3205551562085
gluon -47.8 strange 44.6302449151708 61.2850709954488
boson 35.6 up 51.4194088797688 45.3886981591974
boson 45.7 strange 45.5224534079728 28.7020354748823
gluon -40.1 down 57.7299530467079 83.1990038629995
gluon -4.5 up 46.4791153518197 68.9259559145254
boson 7.1 charm 48.9873460062261 77.5986584560793
gluon -45.7 charm 52.2306721284617 58.9231383451063
gluon -56.7 up 46.3344186352219 55.969074969115
hadron 63.5 down 51.3193224806906 43.9181398640859
gluon -45.6 strange 49.2864690991062 74.9211694773693
fermion 9.6 charm 45.61030946878 59.2951281020668
boson -17.4 down 52.3022612054286 71.5760374296677
hadron -46.8 up 50.2116341357259 83.9857551005969
fermion -47.6 up 45.5172103482171 0.993039383268609
boson 37.5 down 46.604582034121 29.6425855689638
hadron 0.6 strange 40.487784766892 50.5091111685163
fermion 15.3 strange 44.7128967014212 46.2014780104246
fermion 28.1 charm 42.330286837579 40.8531023920471
gluon 29.8 up 50.4755342373856 47.7429739711407
hadron 20.7 charm 46.8218589288413 26.8607721464931
hadron 44.2 up 47.7372332638416 73.6901220623619
fermion -43.3 charm 60.2654805281365 -6.73373376866135
fermion -18.7 down 38.9995381037051 26.5209593864515
hadron -36.7 down 55.6434212620766 48.2403042620335
hadron 1.4 up 61.6634735233839 39.6860189016152
fermion -31.5 up 47.7137706137027 29.318664221279
hadron 24.6 down 48.2242472673361 65.2969220403961
fermion 2.7 charm 40.0663046241837 20.8082870732547
hadron 30.4 up 56.0134730381921 42.396888383224
fermion 6.6 up 51.7980389963741 87.939438796336
boson 68 strange 49.5512867700433 79.7912764488224
boson 52.2 down 54.8804495698997 42.5617796925889
boson -69.5 down 43.5305561240552 31.2511556977328
boson 52.6 up 50.9530219123944 20.2181982750712
boson -9.1 up 44.9693588850513 61.9917807051007
boson -9.5 down 47.5614993239957 32.0278718655401
gluon 31.6 down 51.4713189470046 65.1540498874477
gluon -8.4 down 40.0235100102288 46.2292571122962
fermion -0.3 down 46.6252690503355 47.5156186013515
hadron 26.7 down 49.5628593720639 57.6720308612092
boson 61.1 charm 58.24850294434 63.3522096434135
hadron -50.4 down 47.2803890983374 50.9933945486374
boson 37.6 charm 45.9893750413828 34.0627600694714
boson 7.2 up 48.1845234645148 45.4684972526723
gluon 19.3 up 49.2203554148848 75.9061257676303
hadron 27.9 charm 38.4215714144483 68.8755495676267
fermion -54.9 up 48.2305039339276 17.2666713919653
hadron 48.7 strange 54.6658790705907 66.1653742300545
fermion 67.4 charm 48.314718586708 71.5977807824723
fermion 6.8 strange 47.3272443146919 44.9313259984367
hadron 52.6 charm 49.2123708806845 55.3056351241936
hadron 7.4 charm 49.1015543663975 48.0809707496691
fermion -47.8 up 47.5775049019801 31.9294375151477
boson 14.9 up 54.3649045437894 38.4458866393428
boson 47.9 down 49.3508530819437 56.1179620217248
fermion -56.9 down 49.9346568184903 44.9608078508204
gluon -15.3 down 48.0976172279188 60.9904126000081
hadron 59 up 54.21934137401 67.956980066288
fermion 66 down 51.8492812461037 30.0977600521679
boson 27.5 charm 46.4705964862726 27.996740862747
hadron -9.5 down 56.8677193520916 58.3978313747769
boson 54.2 up 45.1780713683364 43.6956334784957
fermion 66.6 up 56.2348394101119 -8.10364823529822
boson 30 up 46.7733807995133 0.709970906627788
hadron -27.4 up 44.6360957603797 66.2118738940513
gluon 1.2 charm 47.9393199567211 55.572966197408
hadron 58.7 charm 46.7860231541758 72.0460720360628
boson -26.9 up 45.1699354108879 56.2180167198349
gluon 17.4 charm 42.1917552308537 50.910130753426
fermion 2.9 up 50.4289465669112 23.8753483887107
boson 44.4 charm 43.7116613449413 30.9745626952538
hadron 47.4 strange 52.0840574511266 59.0011139543807
hadron -52.3 up 56.9433885699453 50.9461164062631
boson 60.7 down 44.2422721443362 56.5391918345206
hadron -26.7 down 49.0638686945259 105.775223642885
boson 64.9 down 42.4533096609688 36.8829494436078
fermion 67.6 charm 51.8178646795903 34.2222236875775
hadron -66.8 charm 55.2853946635656 80.6526555400988
gluon -21.6 strange 52.4426284200715 50.4286799221613
fermion -2.3 down 50.1512100238656 21.8510580596242
boson -32.5 down 53.7152329916795 41.7884361154681
fermion -58.1 up 45.615059448123 62.2704385480859
boson 18.4 down 43.3696847853917 66.2295432137058
hadron 34.9 charm 54.1788915631591 39.0831298294437
fermion -14.5 up 54.4783470186822 10.4738034697761
fermion 18.9 strange 39.6847981328677 38.7782781713014
boson 11.6 up 46.5317350903086 62.0100176541151
gluon -25.5 charm 49.4697994423086 50.6331739267636
fermion 65.3 up 49.5148839412322 40.9777467199904
gluon -3.9 charm 54.3532421517361 44.0754065689099
fermion -9.5 charm 46.1158726829663 36.2315620502197
gluon 7.8 strange 59.3098509347946 62.5877161191452
fermion 14.9 down 55.9840786574697 35.802642350677
boson -55.5 down 52.0114357654763 30.206363310143
gluon -59.2 strange 50.4108951805032 91.833052784792
gluon -58.2 strange 57.0725339127246 57.2832504406892
fermion 61.8 down 43.0398790656491 59.3820902767247
hadron 52 charm 49.9892871676043 56.183232561328
gluon -30.6 up 46.7331645906052 63.3970764789366
fermion -65.2 charm 43.7986228749655 5.83841470417973
boson 56.7 strange 52.6111629399036 15.8901993349857
gluon -38.6 down 50.4441497431356 94.0407146387479
boson 5.7 up 51.4378738258974 52.9003752395121
hadron -42.3 down 57.9460369531731 51.2603449945318
boson 45.4 charm 36.8021111958595 52.5973830099366
hadron 68.8 down 44.9742281217953 98.607001660796
hadron -69.7 down 56.1398645215709 61.2020612484985
gluon -4.8 charm 49.6289563168055 74.9453381751406
fermion 68.8 strange 45.1523252170908 36.5476114060193
gluon -33.6 strange 60.7960206744194 32.0329000819008
fermion -25.8 charm 46.0144999480115 32.4688316773127
fermion 50.3 up 51.5999594154563 36.6698050208375
boson 23.4 charm 51.2980452685848 50.101890985097
fermion -56.2 charm 43.502885132638 28.3349586863282
boson 3.4 down 54.3621057700379 30.9801995552023
boson -3.3 strange 45.0784035790382 56.9998177177407
hadron -64.8 strange 48.5859849367156 69.8599529778118
gluon 5.8 down 52.7165492093893 60.8969083405793
fermion -13.9 charm 53.9075308445645 12.6270856516832
fermion 62.2 charm 59.7844523668573 50.5576793283034
boson 17.1 up 43.8175702999626 54.8033354054593
fermion 57.5 charm 45.2657424947361 22.1206063053829
fermion -48.4 charm 56.5931734597494 26.7187634925122
boson 11 strange 46.4796001236776 11.1379030355417
fermion 61.1 up 49.5856993104031 59.1806917755521
boson -8.2 up 47.6239809552146 45.2917093523949
boson 69.5 charm 55.2660475707836 44.8601733827274
fermion 44.8 strange 56.7630866453688 25.592005648259
fermion -51.2 down 43.8232755809091 55.5030746563573
boson -50.1 up 55.9563991135925 55.5190868266657
fermion 18.1 down 54.9797269432884 28.3403145042984
boson 0 down 46.7679086483809 41.9463851076428
gluon 20.6 strange 59.3593554104042 82.3508542657356
fermion 29.6 strange 43.5063207374957 29.5212946988475
boson 19.1 strange 49.9375451907726 47.4606396967565
boson -17.2 up 49.8666397345929 35.2438754088057
hadron -69.3 strange 43.6430724044031 62.7842933763068
fermion 37.5 charm 53.0205390374243 67.7104158339798
boson -24.1 down 44.0123672320452 73.272146453171
hadron -65.3 down 42.257355448774 75.8751548148662
gluon 38.9 charm 55.1919921530997 63.2487947178451
gluon -45.9 down 59.0774521173336 57.5065223600472
hadron 37.2 strange 50.1579375128508 64.6241163688587
fermion 23.7 charm 51.3565930052786 16.7026328252595
boson 21.6 down 43.0614748301316 83.2339675074026
fermion 52 charm 50.8336908947955 32.7195513393467
hadron -58.2 strange 53.2689599230557 65.8989051832646
boson 12.5 down 43.1832716104636 69.7634456430502
hadron 13.6 charm 46.6351541586303 53.9913624599307
boson -14 down 42.5829031113342 58.580036112791
fermion 56.5 up 46.2855138393388 41.5044716633386
gluon -58.6 charm 59.2045863991549 89.531046185962
gluon 2 down 55.769945929775 79.2541569419204
gluon 60.2 up 48.1181490833224 56.364720793085
gluon -56.1 down 46.1100212079082 96.4019017369206
fermion 13.6 up 44.9920497487523 22.6768726655685
boson 10.2 up 51.2488387124026 31.6198518016742
hadron -49.7 down 50.270601035558 40.6189242299947
hadron 8.2 down 62.2727795197081 66.7995374075253
fermion -54.5 strange 55.3997716707408 46.5415824109348
gluon -31.5 strange 52.4685388107704 68.19291213699
gluon 13.5 strange 57.9988088858663 96.5907571759958
hadron -35 up 52.8567087410366 51.7284525385056
fermion 57 charm 39.1419713965333 43.6408567761478
boson 11.7 charm 56.9017181176257 14.5483967316907
hadron -31.9 down 57.5414462019369 47.6425487467
gluon 7.8 strange 49.5956980143647 70.0489014349425
hadron 59.7 charm 55.6457177760743 32.6665470764721
gluon -13.5 strange 57.4056008442497 74.2585190151589
hadron 26.4 charm 48.0225119968669 39.7404300440754
hadron -2.5 down 56.714431389641 54.3353506270637
hadron 11.7 strange 48.2550159144532 65.2453200634297
boson 42.3 charm 58.0409353339421 23.1056130284109
hadron -8.8 charm 34.8893614854306 78.7835422894146
gluon -22.7 strange 52.990463283867 49.0527263098933
gluon 18.5 charm 51.974141124308 10.573650209185
boson 37.9 strange 60.0062759095595 16.2070442309605
boson 63.2 strange 44.3949891680567 81.7167309251645
boson -31.8 down 51.8774515809263 30.2015561338167
boson 59 up 45.6154224766418 14.4211258396201
boson 52.7 charm 59.4494574484226 29.8083615728018
fermion -43.7 up 45.8732077903367 42.7103013320294
boson 60.7 down 37.7123246335322 54.8576921762993
hadron -6.4 charm 44.7360845352742 40.7135528417373
fermion -38.5 charm 52.1267178317618 35.8413652170319
boson -3.8 up 46.0672613880838 61.7182107540812
gluon 21.8 strange 53.0023117069999 76.8329364302349
fermion -35.7 up 40.8643593848853 61.8585773814474
fermion 32.1 charm 55.6831802146193 19.1040349189373
fermion -35.8 charm 48.3231837138178 39.6550183300571
fermion -38.2 strange 42.8521246057353 35.650032453887
fermion -3.3 charm 58.267277870405 36.4364658665417
boson 63.4 charm 45.662294440704 42.8936771148403
boson 66.6 strange 49.6234654380458 48.8889017821824
boson -27.7 down 45.3822891285661 37.9322873471677
fermion -41.5 strange 48.4107208174331 66.2271303797861
hadron -3.3 up 53.5150148261106 69.9149862377115
boson 11.7 charm 50.6269469964012 35.2372936696764
gluon -40.5 charm 53.4138495631841 68.1101710938496
fermion 63.9 down 45.5947805612632 12.4362129619725
boson 59.6 up 45.6129702788412 57.1091038739348
fermion 34.5 strange 52.5953490756248 29.6111820972215
gluon 4.5 up 49.2720500512955 52.1942774716429
boson 55.9 strange 44.7261530341706 33.1131688541289
boson 67.7 strange 49.0119955443306 28.6010546936526
gluon -27.8 charm 50.0878534975442 70.4288579315026
boson 55.5 charm 46.7150270151248 34.7534909597505
boson -63.2 down 42.7488979679221 41.1239842690256
boson 69.8 charm 49.9211343552641 48.5065544340496
fermion -33 charm 50.7804530799366 51.0253988388669
fermion -45.3 up 56.4058680060001 17.6325102073679
gluon -35.5 strange 51.6230158467892 42.4061242170013
boson 40 down 46.5077264164133 39.4336323472758
fermion 36.9 charm 44.0036815930018 23.6165592101777
boson 21 up 55.9620318111828 36.9732832588522
fermion -2 strange 44.8317399646029 21.9389863326916
fermion 42.1 up 54.7845239648311 48.7679752635673
fermion -19.4 strange 50.0123699321967 52.580443153991
boson 5.4 strange 58.6031634786633 31.8599232607529
fermion -52 strange 44.838575251207 24.260182126789
fermion 47.9 up 52.5965872300028 51.874184723425
hadron -65.8 charm 52.5363882200836 36.2606887898929
boson -8.9 down 49.3569192533183 32.2477714465083
fermion 66.7 charm 51.3331782960919 71.4924768732146
gluon 44.3 charm 54.1629556494539 53.3077609644646
boson 63.1 up 51.4475422799554 39.4449363447555
fermion -23.2 up 47.4469040121449 15.4277213723915
hadron -63.7 charm 51.9906077854406 76.6491932757493
hadron 26.3 up 45.3113269076938 65.9563689443244
hadron -34.2 up 47.3024730754149 60.885782159743
fermion -58.7 up 53.1632605805927 10.9071586510712
gluon -9.9 charm 47.4018113035624 90.0663825448065
gluon -7 strange 53.4548807555153 63.5235619674544
fermion 22.7 charm 45.9417801785175 33.763087940406
boson -56.4 down 54.9122208159805 59.2599041363285
boson 35.3 down 56.1847285677457 25.1363755722513
hadron 17.6 up 53.0718542676924 71.6377605871471
hadron -36.9 strange 58.0076972869571 52.3849573854437
hadron 0.8 charm 55.2594615744014 64.4255976964678
hadron 37.4 charm 61.3708582825669 55.4089833699457
boson 40.8 down 49.8372372767193 32.5643999511217
hadron 35.8 down 51.7053660594514 58.7198255502922
boson 53.7 down 48.0212237940626 58.846298592211
gluon 63.4 charm 58.3805607742507 70.8982909100709
fermion 47.4 charm 57.0169994185536 32.4370270821421
gluon -20.4 charm 47.1110121166155 73.3043173590059
hadron 7.2 strange 49.8010057455129 48.8362323560288
fermion 54.2 down 48.049045658122 23.8533431757179
fermion 27 up 42.9884106714953 44.4932847886155
fermion 27.7 strange 54.7247992035321 38.8894696419159
gluon 47.9 strange 49.9457370619408 66.7965028462732
gluon -1.7 strange 52.244735114716 51.364879236154
boson -5.3 strange 57.5798741144635 30.5929964958607
boson -69.2 down 41.1287543133466 38.8917418488077
fermion -9.2 charm 52.6405374338688 11.4973908864458
gluon -7.3 up 51.5419749229991 72.3615065905649
gluon 3.7 charm 41.4958332543055 60.566193339353
fermion -21.6 charm 42.9326016053272 74.3555133386198
boson 39.4 down 43.1741969601722 50.7639554181828
gluon -61.5 charm 56.1812959598836 43.9671242710863
boson 68.5 down 46.8018713802379 29.6006632262775
fermion -40.2 charm 48.600833172737 23.5158442229018
boson -7.5 strange 47.1885338957934 58.1843646199926
hadron 0.3 strange 54.5019485107679 49.2147865672158
boson 0.6 strange 40.44899168307 10.8357838681483
fermion -7.2 charm 49.60758966436 11.222668349654
boson 25.1 strange 46.3843315526776 31.6032972172951
boson -3.7 up 43.9262622247155 17.2171247836372
gluon -57.9 charm 39.5875567240405 37.2066448545735
boson 34.5 down 50.3266875217065 62.1121636647959
gluon 22.6 charm 51.2495874755102 81.1587526775354
gluon 57.6 strange 48.7592924296428 97.5200078450692
boson 46.1 up 45.862414257645 30.3189981358554
hadron -8.4 up 56.5279624721992 64.841513415076
boson 45 charm 47.4350878024663 50.2347529117656
gluon -3.8 up 48.1466849853641 51.5812168176593
hadron 30.4 down 52.8719903897397 65.0961157103944
fermion -34.7 up 48.5827633103002 6.36734585212773
fermion 53.3 charm 55.1106225702358 35.542235575099
boson 16.5 down 51.7013725556526 38.5357625943415
fermion -1.3 strange 50.0995081912021 31.6995739146064
boson -30 down 51.2006934173744 52.6672326520245
boson -41.4 up 44.3999724052211 18.6533322203441
gluon -17.7 down 53.5643004575985 56.4944397322939
hadron 32.7 up 41.936598399535 60.2836483812632
fermion -13.2 strange 40.9636055863177 22.9747541956282
fermion 46.8 strange 56.3161248444951 44.5826692162095
boson 37.2 down 53.0561838103042 27.4424570634901
boson 37.9 down 54.8400328292776 61.0586345911893
fermion -7.5 down 53.0625523157407 45.6697724461982
gluon -21.2 charm 45.5396605330961 101.560202388286
fermion -37.8 charm 59.1106630353041 32.5913979177674
gluon -33.8 charm 55.2032035031149 67.4289042721041
gluon -40.4 charm 45.1392123361367 53.5158766105601
boson 25.6 up 56.2759379351016 48.8455592508174
boson 26.8 charm 53.6380702275101 28.7224528151213
gluon 60.9 charm 51.338558459625 63.2931777254154
boson 54.9 charm 53.8590826192862 53.5483087874127
boson 17.7 down 46.8611876622501 40.5319152768805
gluon -50.8 charm 56.0878151049425 44.424539896329
fermion 37.5 charm 48.2079944793216 58.4477335965148
fermion 49.4 down 57.802606630195 73.332500535737
boson -5 down 55.3283185950247 39.6122681501
